Campaign ID,Campaign Name,Channel,Start Date,End Date,Budget Allocated,Amount Spent,Impressions,Clicks,Conversions,Revenue Generated,Campaign Duration Days,CTR,CVR,CPC,CPA,ROAS,Budget Utilization,Revenue per Conversion,Start Year,Start Quarter
CMP-8001,Back to School - Facebook 2025 Q3,Facebook,2025-04-11,2025-05-08,25000.0,23697.26,5058725.0,248564.0,13472.0,67314.37,27,0.04913570118952898,0.054199320899245264,0.09533665373907725,1.759000890736342,2.840597182965457,0.9478903999999999,4.996612975059382,2025,2
CMP-8002,Brand Awareness - LinkedIn 2024 Q3,LinkedIn,2024-08-23,2024-10-05,24500.0,18448.42,664453.0,12140.0,857.0,174811.71,43,0.018270667752271416,0.07059308072487644,1.5196392092257,21.526744457409567,9.475700900131285,0.7529967346938775,203.98099183197198,2024,3
CMP-8003,Summer Promo - Instagram 2024 Q3,Instagram,2024-03-27,2024-04-21,1300.0,1006.28,87538.0,1197.0,39.0,2881.97,25,0.013674061550412392,0.03258145363408521,0.8406683375104428,25.80205128205128,2.863984179353659,0.7740615384615385,73.89666666666666,2024,1
CMP-8004,Customer Retention - Google Ads 2024 Q4,Google Ads,2025-08-28,2025-10-04,12600.0,11223.2,544654.0,14987.0,1302.0,81059.73,37,0.027516551792514148,0.08687529191966371,0.7488623473677187,8.619969278033794,7.2225149689928,0.8907301587301588,62.25785714285714,2025,3
CMP-8005,Summer Promo - Instagram 2025 Q1,Instagram,2024-12-13,2025-01-09,16100.0,14642.06,1089474.0,44905.0,2002.0,65363.13,27,0.04121713781145764,0.04458300857365549,0.32606747578220685,7.313716283716284,4.464066531621916,0.9094447204968944,32.648916083916085,2024,4
CMP-8006,Seasonal Collection - LinkedIn 2025 Q4,LinkedIn,2025-01-11,2025-02-04,3000.0,2122.39,147967.0,3862.0,308.0,18176.03,24,0.026100414281562782,0.0797514241325738,0.5495572242361471,6.890876623376623,8.563944421147857,0.7074633333333333,59.01308441558441,2025,1
CMP-8007,Back to School - Instagram 2025 Q4,Instagram,2024-09-06,2024-09-24,17400.0,14583.81,1909209.0,94094.0,3489.0,25633.12,18,0.049284284748291045,0.037079941335260484,0.15499192297064637,4.17993981083405,1.7576422073518512,0.83815,7.346838635712238,2024,3
CMP-8008,New Product Launch - Facebook 2025 Q2,Facebook,2024-01-19,2024-03-07,5600.0,4786.79,1144729.0,31948.0,1041.0,15362.27,48,0.027908788892392872,0.03258419932390134,0.1498306623262802,4.598261287223823,3.2093051919971423,0.8547839285714286,14.757223823246878,2024,1
CMP-8009,Summer Promo - Email 2024 Q3,Email,2024-07-11,2024-08-03,15000.0,14868.78,15520055.0,1140320.0,120309.0,148518.46,23,0.07347396642602104,0.10550459520134699,0.013039129367195174,0.12358826022990799,9.988611036009678,0.991252,1.234475060053695,2024,3
CMP-8010,Cyber Monday - Google Ads 2025 Q2,Google Ads,2025-06-22,2025-08-06,15200.0,14907.77,1140117.0,36846.0,1323.0,85197.02,45,0.032317735811324626,0.03590620420127015,0.4045966997774521,11.268155706727136,5.714940598090794,0.9807743421052632,64.39684051398338,2025,2
CMP-8011,Black Friday - Google Ads 2024 Q4,Google Ads,2025-11-26,2026-01-12,15200.0,13376.49,1651283.0,112184.0,10207.0,89305.85,47,0.06793747649554922,0.09098445411110319,0.11923705697782215,1.310521210933673,6.676329141650762,0.8800322368421053,8.749470951307927,2025,4
CMP-8012,Referral Program - Facebook 2024 Q2,Facebook,2025-08-07,2025-08-27,14400.0,12767.74,2912788.0,37578.0,1584.0,61416.29,20,0.012901041888390093,0.04215232316781095,0.33976635265314814,8.06044191919192,4.810271042486767,0.8866486111111112,38.77291035353535,2025,3
CMP-8013,Flash Sale - Google Ads 2025 Q2,Google Ads,2024-05-25,2024-07-03,2700.0,2560.1,151756.0,9420.0,878.0,11178.36,39,0.06207332823743378,0.09320594479830148,0.2717728237791932,2.9158314350797268,4.366376313425257,0.9481851851851851,12.731617312072894,2024,2
CMP-8014,Black Friday - Email 2024 Q2,Email,2025-02-28,2025-03-26,21900.0,17150.81,5748560.0,147322.0,10597.0,229304.85,26,0.025627635442615194,0.0719308725105551,0.11641716783643992,1.6184589978295745,13.369913724191452,0.7831420091324202,21.638657167122773,2025,1
CMP-8015,Flash Sale - Instagram 2024 Q1,Instagram,2024-03-17,2024-04-11,23700.0,20421.53,1283378.0,57614.0,1684.0,39356.23,25,0.04489246348308916,0.029229006838615613,0.3544542993022529,12.126799287410925,1.9271930163900552,0.8616679324894514,23.370682897862235,2024,1
CMP-8016,Free Trial Push - Google Ads 2025 Q1,Google Ads,2025-02-04,2025-03-23,4300.0,3333.79,309767.0,20127.0,1408.0,25711.41,47,0.06497464223109628,0.06995578079197098,0.1656377006011825,2.3677485795454545,7.712366405802405,0.7753,18.260944602272726,2025,1
CMP-8017,New Product Launch - Email 2025 Q1,Email,2024-06-20,2024-07-16,15500.0,16163.52,10719990.0,769771.0,31439.0,114464.67,26,0.07180706325285752,0.040842016651705504,0.020997829224535608,0.5141232227488152,7.081667235849617,1.042807741935484,3.640849581729699,2024,2
CMP-8018,Free Trial Push - Facebook 2024 Q4,Facebook,2025-06-14,2025-06-25,21200.0,18285.5,3030668.0,74317.0,2151.0,90889.76,11,0.02452165661167769,0.02894357953092832,0.24604733775582976,8.50092980009298,4.97059199912499,0.8625235849056604,42.25465364946536,2025,2
CMP-8019,Black Friday - Email 2025 Q3,Email,2025-09-20,2025-10-23,12200.0,11467.97,5333472.0,176660.0,11406.0,82714.84,33,0.033122888804891074,0.06456470055473791,0.06491548737688214,1.0054331053831316,7.2126836746172165,0.9399975409836065,7.251870945116605,2025,3
CMP-8020,Customer Retention - Google Ads 2024 Q3,Google Ads,2025-08-23,2025-10-20,23200.0,17013.43,997286.0,46408.0,1696.0,39844.49,58,0.046534294074117154,0.036545423202896055,0.3666055421479055,10.03150353773585,2.3419433941304013,0.7333375,23.493213443396225,2025,3
CMP-8021,Customer Retention - Facebook 2025 Q1,Facebook,2025-01-08,2025-02-07,23500.0,19528.49,1195320.0,12821.0,875.0,29698.65,30,0.010725998059097146,0.06824740659854925,1.5231643397550894,22.31827428571429,1.5207857852808895,0.8309995744680851,33.941314285714284,2025,1
CMP-8022,Free Trial Push - LinkedIn 2025 Q1,LinkedIn,2025-09-07,2025-11-01,19700.0,15489.05,522772.0,11257.0,684.0,34241.57,55,0.02153328793431936,0.06076219241360931,1.3759482988362797,22.644809941520467,2.2106952976457563,0.786246192893401,50.06077485380117,2025,3
CMP-8023,Spring Sale - Instagram 2024 Q2,Instagram,2024-10-03,2024-10-23,24300.0,22145.99,1439661.0,78304.0,3556.0,62982.62,20,0.054390582227343796,0.04541275030649775,0.282820673273396,6.227781214848145,2.8439740106448164,0.9113576131687243,17.711647919010126,2024,4
CMP-8024,Customer Retention - Instagram 2024 Q2,Instagram,2025-07-21,2025-08-26,17900.0,15115.3,2419717.0,136911.0,5158.0,65157.41,36,0.05658141014011143,0.03767410945796905,0.11040237818728955,2.9304575416828227,4.310692477158906,0.8444301675977653,12.632301279565723,2025,3
CMP-8025,Seasonal Collection - Facebook 2024 Q3,Facebook,2025-08-09,2025-09-05,2300.0,1943.12,185459.0,3380.0,145.0,8488.89,27,0.01822505243746596,0.042899408284023666,0.574887573964497,13.400827586206896,4.368690559512537,0.8448347826086956,58.54406896551724,2025,3
CMP-8026,Free Trial Push - Facebook 2025 Q2,Facebook,2024-10-16,2024-11-26,6400.0,6897.27,528667.0,13165.0,664.0,15505.34,41,0.02490225415999107,0.050436764147360424,0.5239096088112419,10.387454819277108,2.2480401666166467,1.0776984375,23.351415662650602,2024,4
CMP-8027,Spring Sale - Facebook 2024 Q3,Facebook,2025-06-20,2025-07-10,17600.0,18920.45,1939264.0,62720.0,1970.0,35361.72,20,0.03234216692518399,0.0314094387755102,0.3016653380102041,9.604289340101523,1.868968232785161,1.0750255681818182,17.950111675126905,2025,2
CMP-8028,Year End Clearance - Instagram 2025 Q2,Instagram,2024-07-25,2024-09-22,1800.0,1845.36,340545.0,16646.0,421.0,6761.94,59,0.04888047100970503,0.025291361287997118,0.11085906524089871,4.383277909738717,3.6642931460528025,1.0252,16.061615201900235,2024,3
CMP-8029,Summer Promo - LinkedIn 2024 Q4,LinkedIn,2024-09-27,2024-11-18,24600.0,20700.55,1173519.0,21387.0,1546.0,156411.52,52,0.018224672970782747,0.07228690325898911,0.9679033992612335,13.389747736093144,7.55591131636599,0.8414857723577236,101.17174644243208,2024,3
CMP-8030,Black Friday - Facebook 2024 Q4,Facebook,2024-03-28,2024-04-18,17500.0,18407.48,1277649.0,57452.0,3625.0,38124.2,21,0.04496696667081491,0.06309614982942283,0.32039754925851144,5.077925517241379,2.0711254337910456,1.051856,10.51702068965517,2024,1
CMP-8031,Year End Clearance - Facebook 2025 Q3,Facebook,2025-05-26,2025-06-10,18300.0,15274.36,1072803.0,30367.0,1770.0,35940.46,15,0.02830622211160856,0.0582869562353871,0.5029920637534165,8.629581920903956,2.35299285862059,0.834664480874317,20.30534463276836,2025,2
CMP-8032,Spring Sale - Instagram 2024 Q2,Instagram,2025-01-09,2025-02-12,15700.0,12486.41,675685.0,15049.0,620.0,52851.23,34,0.02227221264346552,0.04119875074755798,0.8297169247126055,20.139370967741936,4.232700191648361,0.7953127388535032,85.24391935483871,2025,1
CMP-8033,Cyber Monday - Email 2025 Q3,Email,2025-09-30,2025-11-07,4300.0,3383.65,2570747.0,255133.0,20772.0,55069.63,38,0.09924469424645832,0.08141635931063407,0.013262298487455563,0.16289476217985752,16.275214635083415,0.7868953488372094,2.6511472174080493,2025,3
CMP-8034,Cyber Monday - Google Ads 2024 Q2,Google Ads,2024-06-24,2024-07-31,15100.0,13489.99,758114.0,17897.0,1200.0,78741.77,37,0.023607267508580505,0.06705034363301111,0.753757054254903,11.241658333333334,5.837051769497235,0.893376821192053,65.61814166666667,2024,2
CMP-8035,Valentine's Special - Facebook 2025 Q2,Facebook,2024-01-07,2024-03-03,10600.0,11197.85,638678.0,24892.0,1503.0,60120.76,56,0.03897425619795891,0.060380845251486424,0.44985738389844127,7.450332667997339,5.368955647735949,1.0564009433962265,40.00050565535596,2024,1
CMP-8036,Cyber Monday - Facebook 2025 Q4,Facebook,2025-04-03,2025-05-22,14000.0,14693.45,3721270.0,45798.0,3088.0,25351.35,49,0.012307088708962263,0.06742652517577187,0.32083169570723613,4.758241580310881,1.72535041123766,1.049532142857143,8.209634067357513,2025,2
CMP-8037,Customer Retention - Google Ads 2025 Q3,Google Ads,2025-08-13,2025-08-28,10700.0,9019.58,890374.0,20674.0,984.0,57863.8,15,0.023219456093731397,0.04759601431750024,0.4362764825384541,9.166239837398374,6.415354151745425,0.8429514018691588,58.80467479674797,2025,3
CMP-8038,Free Trial Push - Facebook 2025 Q3,Facebook,2024-11-06,2024-12-19,1300.0,1327.35,77645.0,1938.0,86.0,7822.41,43,0.02495975272071608,0.04437564499484004,0.6849071207430341,15.434302325581394,5.893253474968923,1.0210384615384616,90.95825581395349,2024,4
CMP-8039,Referral Program - Facebook 2025 Q4,Facebook,2025-09-09,2025-11-03,12900.0,9059.66,775535.0,31864.0,1998.0,35497.94,55,0.04108647578768205,0.06270399196585488,0.28432274667336177,4.5343643643643645,3.918241964930252,0.7022992248062015,17.76673673673674,2025,3
CMP-8040,Year End Clearance - Facebook 2024 Q3,Facebook,2025-10-26,2025-11-18,11700.0,10827.89,649063.0,8583.0,431.0,28069.34,23,0.013223677824802832,0.05021554235115927,1.2615507398345567,25.122714617169372,2.5923185403619726,0.9254606837606837,65.1260788863109,2025,4
CMP-8041,Summer Promo - Instagram 2024 Q2,Instagram,2025-09-15,2025-10-06,14800.0,10758.71,829640.0,20858.0,1046.0,36955.43,21,0.0251410250229015,0.050148624029149484,0.5158073640809281,10.28557361376673,3.4349313254098313,0.7269398648648648,35.33023900573614,2025,3
CMP-8042,Summer Promo - Facebook 2024 Q1,Facebook,2025-10-10,2025-12-05,2700.0,2922.01,186265.0,5973.0,330.0,8985.29,56,0.03206721606313585,0.055248618784530384,0.48920308052904743,8.854575757575759,3.075037388646856,1.082225925925926,27.228151515151517,2025,4
CMP-8043,Free Trial Push - Google Ads 2025 Q1,Google Ads,2024-06-20,2024-06-30,16300.0,12354.95,1055706.0,55484.0,2205.0,93013.73,10,0.05255629881804214,0.03974118664840314,0.22267590656765915,5.603151927437642,7.528458633988805,0.7579723926380368,42.18309750566893,2024,2
CMP-8044,Free Trial Push - LinkedIn 2025 Q4,LinkedIn,2025-09-24,2025-10-13,24000.0,23057.94,907099.0,11446.0,836.0,135254.34,19,0.012618247842848465,0.0730386161104316,2.0144976410973263,27.58126794258373,5.865846645450548,0.9607475,161.7874880382775,2025,3
CMP-8045,Valentine's Special - Google Ads 2025 Q3,Google Ads,2024-12-29,2025-02-24,21000.0,19152.2,2101393.0,164482.0,8915.0,134072.39,57,0.07827284092028479,0.054200459624761374,0.1164394888194453,2.1483118339876612,7.000364971126033,0.9120095238095238,15.038966909702749,2024,4
CMP-8046,Back to School - LinkedIn 2025 Q2,LinkedIn,2025-01-06,2025-02-14,17200.0,17566.34,497067.0,9364.0,481.0,151216.39,39,0.01883850668018597,0.051366937206322086,1.8759440410081163,36.52045738045738,8.60830372177699,1.0212988372093024,314.3791891891892,2025,1
CMP-8047,Seasonal Collection - Google Ads 2025 Q2,Google Ads,2025-06-02,2025-07-05,3800.0,3697.72,294153.0,8181.0,639.0,15172.12,33,0.027812056990749713,0.0781078107810781,0.4519887544309986,5.786729264475743,4.103101370574301,0.9730842105263158,23.743536776212835,2025,2
